source,target
MARQUEZ__93,EffHariadi
Penyuka_ombak,TasunPawanto507
MARQUEZ__93,TasunPawanto507
KomunitasBambu,BADKID47
KicauSunyi,aya_ddt
fxmario,imamalysssssss
fahiraidris,ambo_miocarbon
malegorgon,greyliness
fahiraidris,ElMubar26384689
fahiraidris,najwa2_nashwan1
MataNajwa,SDesns
fxmario,alamimanisnya
fxmario,redfolk
MataIndonesia8,erroyh
fahiraidris,viskaya
MataNajwa,17ofjulyy
SonoraFM92,dominixus
EnggalPMT,DameriatiZ
SonoraFM92,Abdurahman18981
Beritasatu,YusufNusantara1
MARQUEZ__93,yana_udiyatna
MARQUEZ__93,Wahyusejatiiii
Penyuka_ombak,Wahyusejatiiii
Cyber4rt_,naibaragas
SUCOFINDO,hutomosatriyo
Beritasatu,rofiqsetiawan
fxmario,setengahkoala
fahiraidris,Coontadee
Jhonkosmik,ErfanMaada
Penyuka_ombak,rkecil38373663
EllaZefa,SatyaJogja_
Penyuka_ombak,listy9021
MARQUEZ__93,8_ferro_8
MARQUEZ__93,TeyengCekap
MARQUEZ__93,DcEliana
Penyuka_ombak,MarlinBenyal
EnggalPMT,Aloposisi643
fahiraidris,ulitrisnani
MataNajwa,Sak3_Ra
fahiraidris,haratnya
fahiraidris,kang_urip
fahiraidris,rendroko
MataNajwa,joclem_2017
fahiraidris,NurulAi14459911
EnggalPMT,NurulAi14459911
drpriono,_RENJANA
BiLLYKHAERUDIN,anggasasongko
Mbaaaaas1,halloeta
MARQUEZ__93,davitttts
Penyuka_ombak,Cahkuwut
Jhonkosmik,umam_chaerul
unpad,Nuraji19am
MARQUEZ__93,adventyas
fahiraidris,wahidulqohhar
fahiraidris,ChengHo48078612
EnggalPMT,PAMUJINUGR0H0
fahiraidris,nugrohosudarso1
Penyuka_ombak,GoTotheJek
MARQUEZ__93,TeyengCekap__
MARQUEZ__93,MohamadAlifin
fahiraidris,lasno44761618
unpad,YSonsin13
fahiraidris,Alie_Fahnoor
fahiraidris,cantankerous313
MARQUEZ__93,eddy_wees
unpad,siiemak
fahiraidris,ajojuki
fahiraidris,matacantik4
KomunitasBambu,ezeeeeeh
fahiraidris,RiyadiYadi3
fahiraidris,EgaAndimega
_pln_id,emiksan
EnggalPMT,Maulana11423281
AymanRashdanW,SAyassyR
EnggalPMT,muhamadrdani
EnggalPMT,blue_facez
MataIndonesia8,dinisatashya
fahiraidris,mudjib_trisatya
MINDEFMalaysia,HuluPejabat
fxmario,arievlavczczki
MARQUEZ__93,xieweijie
fxmario,puntadr
Elina_Vay,nanininaninna
hasmi_bakhtiar,SakinahAbdull11
MARQUEZ__93,Mingfan35
fahiraidris,mama_damara
fahiraidris,PradityaBeni
fahiraidris,AbolichdZ
unpad,farhoneyy
fahiraidris,ButterCupdanie1
fahiraidris,amiloveabirc
fahiraidris,ibrahim_khoir
akusabrinaa,1blackcoffee888
Penyuka_ombak,1blackcoffee888
Yohananabila01,1blackcoffee888
fahiraidris,loys_13
fahiraidris,aqil_bang
MARQUEZ__93,cangcingiss
SahabatSaber,NgkongRoses
fahiraidris,b_fjakarta
fahiraidris,NinaEvawaty
fahiraidris,AciakN
fahiraidris,ZahroRafi
fxmario,revytasalsabila
fahiraidris,pritaspog
Bisniscom,meaniecas
EnggalPMT,haririarci109
fahiraidris,TNilotika
MARQUEZ__93,Vi_MAE_
spektrumku,Vi_MAE_
fahiraidris,dio_yulkhaq
fahiraidris,Kelana_M5
fahiraidris,rimamutia
Jhonkosmik,sastromenggolo
fxmario,kalfestino
fahiraidris,Sumarih2
dimas_skeptis,gpramulatsih
fxmario,pinktamin
fahiraidris,qbayyinah91
fxmario,AzhaarFairuz
fahiraidris,PideksoRoyo1
fxmario,cahyo_tris
fxmario,ecaditya
fxmario,Zuherooo
voaindonesia,yohaneserwinn
fxmario,mosidik
EnggalPMT,amru_rohman
EnggalPMT,Facenonmoon
unpad,mmarselina
sherinasinna,catnipfeverrrr
AnakLolina2,AgungWidrajat
Penyuka_ombak,AgungWidrajat
MARQUEZ__93,wijangsoedarmo1
EnggalPMT,ino_mufc
TirtoID,AdityaBentoni
CNNIndonesia,MyBesar
MataIndonesia8,wbintoro101209
MARQUEZ__93,SinagaArmy
KemenkesRI,prianindio_mi
MARQUEZ__93,kunamoz
EnggalPMT,02fc71ba00c2451
nu_online,rijal_ardhi
SUCOFINDO,mahathirr
MARQUEZ__93,djanuanti
MARQUEZ__93,akiniaki
MARQUEZ__93,Samsudi61631717
TeKaeN1,NetizenUnited
Penyuka_ombak,Ngurah_Sugi
dantepamungkas,ObiWan_Catnobi
lawancovid19_id,dnurrhmh
EnggalPMT,rommy_ir
Penyuka_ombak,yusufsimeon
MARQUEZ__93,Zhongren15
MARQUEZ__93,bejokdi
EnggalPMT,1aunbroo
AymanRashdanW,ainmhsd
EnggalPMT,ranggalawe727
MARQUEZ__93,Heri_aja
Penyuka_ombak,Heri_aja
EnggalPMT,Zetyo_pambudi7
MARQUEZ__93,imamyahya200780
Jhonkosmik,iniherman2
mangchnyl,wraxyoon
MARQUEZ__93,UbayFatR
fxmario,ilaxxi
MARQUEZ__93,ophunkdoank
sherinasinna,pahlevim13
_pln_id,HIRZAN_97
surveyor_id,nopiipinoo
AymanRashdanW,sasiintan
TeKaeN1,Singgih_Sahid
TeKaeN1,Singgih_Sahid
Cyber4rt_,mutiarafebrika
fxmario,chrisnayolandaa
MINDEFMalaysia,elzalyff
MARQUEZ__93,romy_fife
fxmario,Mr_Pungky
CNNIndonesia,RachmatBawono
fxmario,ImsieHS
AnakLolina2,RadenPermadi8
MARQUEZ__93,RadenPermadi8
fxmario,mantapbayu
AymanRashdanW,RahmatRosman
Penyuka_ombak,FerryNLangelo
MARQUEZ__93,FerryNLangelo
MARQUEZ__93,anton_harjo
AnakLolina2,Robert__Moses
medisal24jam,rio_ayong
AymanRashdanW,Max_F_Jensen
KomunitasBambu,EstherGNT
fxmario,yangkimms
MARQUEZ__93,WahyuSa90524231
MINDEFMalaysia,BalingPmr
fxmario,gadisbonding
KomunitasBambu,anggiatindra
Penyuka_ombak,cara14cheer
Penyuka_ombak,heatnotburn234
SUCOFINDO,apreiskagilang
lawancovid19_id,kaaavv
fxmario,eivorlatte
fxmario,badihusnia
fxmario,ABtaher
MARQUEZ__93,rolando7778
drpriono,rumahaksara
novablyze,balakehidupan
fxmario,kakarindingan
